deathRate,medIncome,povertyPercent,MedianAge,AvgHouseholdSize,PercentMarried,PctHS18_24,PctBachDeg18_24,PctUnemployed16_Over,PctPrivateCoverage,PctPublicCoverage,PctMarriedHouseholds,BirthRate
172.8,46177,13.5,44.5,2.54,58.4,44.1,5.3,7.1,65.3,35.1,59.31461903,5.228870221
190.1,50302,11.3,41.2,2.53,55.2,40.5,3.9,9.1,71.9,34.2,55.08958456,4.636217581
200.6,42029,18.2,41,2.44,48.4,34.7,5.1,10,64.9,40.9,46.15847762,5.319358009
178.7,62158,11.2,39.5,2.65,55.1,37.3,10,5.5,74.1,27.6,55.70496712,5.170612813
224.3,49453,13.7,39.3,2.53,52.8,33.9,6.2,9.2,66.9,35.8,52.02513532,5.682641548
178.3,42645,15.9,43.2,2.43,51.9,40.1,4.9,9,63.5,39.2,50.84943094,6.225449895
203,41547,18.1,41.5,2.53,54.8,39.2,5.9,7.8,63.4,36.7,54.97035228,5.832147937
184.6,39881,15.4,42.6,2.37,54.7,42.2,4.9,8.1,68.5,38.8,51.4608383,6.301190346
187.1,44138,19.6,40.4,2.31,40.5,29.6,12.6,10.6,65.3,37.3,36.95193176,4.879604208
179.6,46610,12.2,41.8,2.48,56.3,43.2,8.4,7.6,70.1,35.3,54.6273664,6.68786915
188.6,53026,11.7,39.7,2.49,53.5,38.1,8.6,8.4,73.3,32.7,52.12383009,6.066465257
152.1,97802,4.8,37.8,2.78,62.7,29.2,12.3,3.2,87.4,17.1,65.7719961,4.830467049
193.7,49234,13.9,44,2.35,50.1,39,5.5,7.7,71.7,36.1,47.04882425,4.607982234
173.4,59921,9.6,39,2.66,55.6,39.5,7.3,6.9,74.3,30.5,57.35753743,5.968296134
194.3,44947,15.8,41.1,2.44,51.7,40.5,4,8.6,60.4,40.5,48.78764346,5.708508322
181.2,54666,10.5,39.8,2.59,59.8,36.2,8.9,6.7,78.8,28.9,60.4843182,6.632331301
201,36675,26.1,41,2.56,52.2,40.5,3.3,7.5,57.8,44.2,52.41587576,4.807405196
142.4,72264,7.8,44.2,2.67,60.7,31.5,12.8,4.1,77.5,25,63.62799793,5.939818201
159.2,59382,13.2,37.7,2.41,51.4,20.3,12,7.6,76.6,29.4,52.00990932,4.699355673
215.8,41940,17.2,42.2,2.51,50.8,45.1,6.1,11.7,59.8,42.4,49.65291169,3.383937884
185.1,48973,17.6,37,2.37,42.5,31.3,13,8.8,68.1,32.7,39.24670876,5.234779851
175.7,51498,12.7,39.2,2.37,53.4,31.4,8.2,6.9,75.8,30.2,50.51314223,5.446216491
185.1,45195,19,35.4,2.55,48.5,29.9,5.7,9.6,66.8,34.1,52.43500867,8.008741483
201.4,42582,16.9,45.9,2.45,57.8,46.4,1.6,5.6,67.7,37.7,56.7692553,7.156549521
162.8,53645,10.2,41.2,2.52,56.2,39.4,9.5,6.7,76.8,31.8,55.8861106,7.870216306
199.8,41611,19.3,40.1,2.55,51.4,45.2,3.6,11.5,56.3,44.1,49.87422137,6.779300818
205.9,42374,17.5,42.6,2.48,54.7,41.2,4.2,9.5,62.2,39.7,53.90357425,5.314639713
147.4,50069,12.4,30.4,3.36,60.3,22.3,2.3,4.2,45.9,19.7,70.61095782,7.899124635
206.3,47824,13.4,38.8,2.58,53.1,43.3,5,7.2,68.9,35.3,52.89208505,4.663965135
210.9,41161,20,39.5,2.5,49.1,43.7,4.1,11.5,59.4,42.2,47.41545335,5.240979721
194.7,40148,20,44.3,2.35,48.9,30.9,4.1,8.8,66,39.7,47.93976679,4.806907805
179.5,46908,15.1,38.7,2.53,52.3,31.8,3.1,6.6,68.5,32,53.82925436,5.615628604
182.5,58697,8.9,43.2,2.39,52.2,29,11.5,6,77,28.7,50.14290988,4.694264339
201.5,41608,17.5,41.2,2.6,50,41.8,6.1,8,62.6,42.6,49.736708,5.379259802
188.8,57308,13.5,39.7,2.57,54.3,32,6.5,7.2,71.7,31.8,55.02568893,5.540748334
205.6,50753,17,40.7,2.42,54.2,43.5,4.7,7.6,69.2,33.3,50.84227468,6.601566473
182.1,52331,14.7,41,2.5,49.3,28,6.5,8.8,71.6,34.2,49.08438337,4.894050891
196.2,42344,20.7,37.7,2.4,41.6,28.8,8.5,11.1,64.7,37.8,38.87703455,5.157532738
197,52996,12.6,40.2,2.57,48.1,39.4,5.3,5.9,72.9,31.3,54.0721857,4.909090909
190.7,41316,18.9,43.3,2.32,45.1,31.8,8.4,9.5,63.8,40.7,42.50741385,4.348522463
202,42240,21.3,40.4,2.43,48.1,39.5,4.9,9.6,63.2,41.2,50.3840183,6.933232742
167.4,68405,7,41.4,2.63,58.1,38.8,9.7,5,80.9,24.3,59.46637981,4.599000327
206.9,38081,22.6,42.3,2.49,53.8,41.7,8,12.1,56.9,45.9,52.45655439,5.707001373
181.9,52606,8.9,40.1,2.54,58.7,39.6,10.9,5.5,79.3,27.6,57.88052013,6.325515281
177.8,51868,10.6,41.4,2.49,53.9,41.2,6.7,7.6,73,31.9,52.19885742,4.84544324
188.9,40646,15.7,45.6,2.37,56.7,40,7.6,7.4,65.2,41,53.31902246,6.140350877
186.9,42994,19.7,39.4,2.32,44,26.7,7.9,9.4,64.7,37.8,40.44286375,5.362001513
187.9,37923,18.1,43.9,2.41,58.4,52.1,1.2,9.3,58.6,43.1,57.0751634,5.657937278
185,49846,12.1,41.2,2.73,57,33.7,7.2,7,71.3,32.9,59.05511811,4.83615222
211.5,41814,19.1,40.3,0.0245,49.4,37.9,6.2,8.3,61.9,41.9,48.00210151,5.739536774
122.5,43953,16.3,50.2,2.45,51.6,34,0,7,64.3,42.1,59.02578797,6.422798809
185.3,50345,10.1,47.3,2.33,57.1,47.6,7.8,5.5,75.6,35.3,55.11711088,4.504504505
215.5,47358,12.3,41,2.48,58.6,41.3,4.7,6.6,70.2,37,56.20210417,7.380254154
200.6,43341,17.8,40,2.59,55.4,37.4,1.7,9.5,62.5,40.4,55.10159652,4.775349865
197.4,54868,13.2,39.1,2.68,51.3,30.9,7.1,6.9,72.5,31.9,57.2713258,5.002432301
217.9,40512,21.9,40.8,2.55,47.8,46.4,3.3,13.4,52.1,47.6,45.32906764,5.373276272
186.3,52047,14.2,37.6,2.54,46.6,24.3,10.1,8.7,74.5,28.9,49.96969945,3.908475144
192.7,49516,13,41.9,2.56,55.9,34.4,3.7,7.3,68.5,36.2,56.00347308,3.877752218
154.6,56519,7.8,39.7,2.6,63.3,31.8,10.2,3.4,85.3,24.2,63.98957775,6.184443536
186,41948,15.9,41.3,2.4,48.2,40.9,4.6,8.7,65.4,40.1,47.42739538,4.974134501
203.9,42466,19.2,40.6,2.52,49.2,40.1,3.7,11.3,62.1,40.4,51.75634087,4.967320261
193.8,46447,14.5,41.3,2.49,51,40,5.3,7.6,72.9,33.5,49.51324812,5.511627907
203,37625,27.2,39.5,2.5,47.1,35.1,3.2,9.6,55.2,46.2,46.52861953,4.764332654
174,45003,17.5,39,2.45,49.7,28.7,4.1,8.1,72.4,34.4,50.84037515,4.557619009
167.3,50774,10.7,38.9,2.62,57.4,44.4,6.2,6.7,77.4,28.9,57.14516912,6.776406036
176.4,47745,14.9,41.8,2.43,49.4,32.1,7.6,8.5,70.4,34.9,48.35389168,5.285174738
178.1,50453,13.4,40.7,2.41,47.2,29.4,10.7,8.4,70.9,32.3,45.07926592,4.582141722
187,43160,17.2,43.6,2.33,48.8,42.3,6,7.4,63.8,38.5,45.65002073,4.660949114
168.7,46128,13.4,41,2.49,54.9,43.2,6.5,7,67.7,34.9,53.99449786,5.283776996
165.7,69900,7.7,38.1,2.73,56.7,41.4,11.5,4.2,79.3,24.4,61.70039607,5.668411867
172.1,49565,10.1,41.5,2.49,56.3,41.5,7.1,7.5,71.4,36.5,55.08586526,4.894094994
184.3,37633,23.7,41,2.63,54.3,43.8,1.6,12,56.2,44.5,54.02644231,8.863399374
160.4,72973,5.8,38.7,2.73,60.3,30.4,13.1,6.1,83.8,20.8,63.68381424,4.708366736
186.2,45048,15.7,43.6,2.38,53.3,40,7.8,6.8,66.4,39.2,51.77545484,5.009079903
170.3,50106,13.9,38.8,2.6,56.1,32.3,5.2,4.8,69.3,29.6,57.62759264,6.420871739
185.1,42214,14.2,41.6,2.39,52,46.1,6.2,7.1,71.4,36.2,50.02640264,7.598197038
173,54996,13.5,34.8,2.44,48.2,16.6,10.7,7.2,81.8,24.2,49.45798646,4.528947447
190.6,47905,10,42,2.38,55.9,32.7,10.5,6.6,77.1,28.5,52.26761016,4.962066844
220.9,31386,27.2,37,2.78,52.7,47.6,2.8,7.9,38.6,41.9,51.95783133,5.336200156
159.5,51885,16.6,44.7,2.28,50.4,45.4,6,4.9,68.1,35.5,53.13706564,4.431818182
151.7,35910,21.8,40.7,2.37,52.4,41.5,1.6,8.7,47.3,43.4,52.11106885,5.756929638
181,56664,10.5,41.5,2.7,62.2,32.3,5.9,3,71.4,26.9,60.68418443,2.923473775
182.4,46625,15,34.7,2.87,45.8,37.8,1.3,2.9,64.4,27,50.65693431,3.754407799
180.2,44309,18.4,41.1,2.25,50.8,25,3.3,3,65.1,41.1,49.58100559,2.110199297
191.7,38187,19.1,37.1,2.58,50.1,29.5,8,8.1,57.6,38.9,47.96176046,7.559938128
211.4,39933,23.5,37,2.77,48,41.9,2.9,9.5,51.1,37.2,49.32366203,5.189317106
150.3,39743,15.8,52.2,2.18,57.3,39,3.8,9.5,64.4,48,49.3835172,4.545454545
185.4,44010,16.8,41,2.5,52.7,31.3,6,9,62.1,40.6,52.25680132,5.246743717
145.5,66315,12.5,36.1,2.66,53,31.7,12,7.6,73.3,24.6,53.19678723,5.186880244
144.6,33387,23.3,56.5,1.97,60.6,22.2,19.4,8.5,74.4,46.6,54.69448584,1.754385965
168.6,52903,15.4,38.2,2.78,51.9,33.6,5.5,9.7,67.7,34.6,54.91358025,4.397120317
165.3,60179,10.8,42.8,2.55,55.7,35.8,6.3,5.7,78.9,28.6,58.10750661,4.47016211
182.1,52385,13.1,40.9,2.26,45.4,25,19.1,7.1,76.9,31.2,42.45865232,5.044224477
171.1,44326,13.8,45.6,2.36,53.9,42.8,10,8.5,72.3,38.8,51.86159024,4.390138408
180.2,51041,11.7,44.8,2.38,51,36,11.3,6.8,73.9,36.9,49.70961344,4.491424455
151.2,46890,13.6,45,2.43,57.2,48.1,6.3,7.3,70.9,34.9,54.965,4.585306863
162.4,55936,14.3,39.7,2.61,49.6,35.5,7.5,9,71.2,32.6,51.44737529,5.334555643
179.4,43343,15,42.8,2.41,50,40.5,10,6.4,70.6,38.3,48.79100208,4.508674734
183.8,47242,12.9,44.1,2.52,54.1,41.2,8.7,5.6,69,37.7,53.48140241,5.284901395
168.7,77823,6.6,43,2.65,55.5,31.3,16.6,7,83.4,24.5,58.12001751,4.681322269
169.7,60851,8.9,42.7,2.42,55.6,32,10.3,5.9,81,27.6,55.70519362,4.004308281
168.5,42703,15.3,44.4,2.28,48.5,32.4,8.9,8.5,72.3,39.9,47.39754633,4.763561711
159.6,40257,14.2,49.9,2.2,48.7,47.1,9.2,4.5,71.1,44.4,45.52995392,3.510758777
191.8,49252,13,45,2.48,52.7,39.7,6.8,8.6,71.8,37.6,52.33971496,3.33234816
142.4,51573,17.9,30.3,2.47,40.6,23.5,10.9,5.1,83.5,21.4,46.5592921,3.704047746
159.1,85613,7.3,40.1,2.66,55.9,28.6,14.4,5.9,82.4,21.9,58.35469775,4.919274098
179.4,43202,15.1,40.3,2.39,50,30.1,5.4,8.1,70.6,36.2,50.2590019,4.792232199
183,40230,16.5,43.9,2.38,52.1,41.6,7.2,7.8,66.2,41.6,52.7799604,4.179907113
196.6,44224,17.4,38.1,2.52,48.4,29.2,8.8,6.1,69.3,36.7,51.3855096,4.785376874
175.2,46938,14.3,40.1,2.4,48.1,27.1,6.4,5.7,77.6,30.3,50.05348002,4.087548063
191.8,43969,14.9,42.4,2.42,52.2,36.6,4.6,7.2,64.9,38.6,52.06362979,6.020996295
154.6,62692,9.1,40.8,2.38,52.6,22.8,8.6,5.6,81.4,26.6,52.66284523,4.691477538
169.1,52967,13.4,39.6,2.41,47.3,35.4,12,7.1,72.4,32.4,44.48062907,5.830835519
187.4,62867,11,38.9,2.65,45.9,30.7,12.1,8.2,76,29,47.82182055,5.543922993
189.9,46965,10.5,46.4,2.34,53.2,47.5,8.2,5.2,75,35.2,50.40018121,4.291640077
182.5,45476,16.4,38.8,2.43,46.7,31.8,10.6,8,69.6,36.7,46.11948988,4.900650039
198.7,36902,20.2,44.2,2.41,47.6,42,7.9,8.4,65.5,41.3,46.48961979,5.078382982
206.5,37794,21.9,43.3,1.86,33.3,58.2,0.3,4.8,68.2,56.2,49.84802432,1.652892562
162.2,50434,11.9,40.9,2.56,55,47.2,6.4,6.9,72.6,31,55.20744408,4.842223007
177.5,48084,13.3,43.2,2.46,58,48.8,5.9,7.5,70.9,37.5,56.30872483,4.970178926
193.5,49897,16.5,502.8,2.33,49.4,42.9,8.1,6.4,71.4,36.2,50.06252605,6.037875061
172.7,44531,15.1,42.5,2.36,51.4,50.5,5.2,8.1,70.5,38.2,55.09433962,6.823375775
151.6,42611,17,38.9,2.41,48.4,22,6.1,7.8,73.2,31.1,50.63562432,4.149417541
183.2,43810,13.3,43.6,2.38,54.5,44.9,7.9,6.4,67.8,37,52.48119487,6.414368185
162.9,48944,12.3,43,2.61,56.3,47.1,3.8,5.7,69.6,31.9,56.92536996,5.734425605
178.3,45098,15.4,42.3,2.41,45.8,23.5,12,6.9,72.5,35.1,44.9714232,3.545136747
157.6,57369,10.5,38.4,2.64,54.8,35.9,7.8,6.1,70.6,29.5,56.86991246,6.226276831
186.1,44903,13.2,44.4,2.38,50.7,34.4,8.7,7,68.4,39.9,49.46891725,4.727253413
172.8,53861,10.9,41.1,2.54,52.4,34,9.2,6.9,71.2,33.1,52.66229169,5.989257845
168.4,58283,12.8,39.5,2.6,48.3,33.5,9.5,8.5,70,32.8,48.97730666,5.408652416
181.1,44222,15.8,42.9,2.39,45.5,31.3,9.9,7.8,70.8,37.1,44.48372859,5.103967071
178.5,45211,16,496.8,2.42,49,35.3,8.1,7.7,71.9,34.4,49.22668061,5.48894218
170.4,44723,16.6,42.4,2.29,45.4,35.4,6.9,9.1,70.4,39.1,44.56321839,6.282490875
186.7,43559,14.6,43.8,2.37,49.3,37.8,7.1,6.8,69.5,38,49.96487068,4.669101054
168.3,40957,16.3,43.5,2.46,53,44.5,5.7,6.4,63.3,39.6,51.21833921,5.671766053
180,59492,13.3,41.8,2.89,49.6,35.3,6.7,12,70.6,31.6,55.42524041,4.318836947
161.8,79576,7.1,41.1,2.57,53.9,28.8,17.9,6.4,83.4,24.3,55.17681595,4.502231194
152.6,54547,11.2,42.9,0.0241,49.9,45.6,14.2,6.6,77.6,32.1,49.33604336,3.59080341
172.7,61510,10,41.8,2.56,51.4,28.7,9.1,7.3,77.1,30.1,53.42832095,4.239802406
177.5,40429,15.9,525.6,2.27,50.4,40.2,7.9,7.2,71.8,37,47.97968254,5.713833492
189.7,54920,8.7,42.1,2.49,57,48.7,5.8,6.3,76.2,27.5,56.83162842,5.221317107
211.7,39037,25.8,33.7,2.59,29.3,30.1,12.6,13.9,55.7,41.3,27.45994321,5.282605624
157.4,58375,10.6,46,2.66,55,32.1,8.6,11.6,72.5,35.9,58.48474785,5.499704317
191.9,40323,14.3,45.8,2.57,52.1,45.4,7.7,6.9,67.2,40.6,52.76653171,6.77146312
186.6,43169,13.5,43.8,2.38,48.7,41.8,8.6,8.8,71.6,36.7,48.41855381,4.779878415
159.2,49117,13.1,39.3,2.62,52.7,31,3.6,5,70.1,29.6,58.05982551,4.883318928
159.4,45706,13.5,45.3,2.42,54,44.3,8.4,6.9,72.3,37.2,56.74735811,5.627676205
186.2,44191,14.4,51.8,0.0222,52.1,41.8,4,8.7,74.2,39.2,51.59235669,4.06278855
163.6,49552,12.8,46.4,2.41,55.5,40.1,7,7.7,71.5,34.3,54.01155144,4.344746163
174.7,47360,16.3,43,2.47,52.2,37.8,5.5,7.4,69.5,36.5,52.9829631,6.635885322
144.9,47996,13.4,38.6,2.38,47,16.2,6.3,6.1,73,31.3,54.37784929,4.739182301
199.4,43810,16.2,45.4,2.38,53.5,46.5,7.2,8.1,67.3,41.3,51.88666456,5.128205128
179.3,44651,14.1,46.2,2.35,54.4,41.8,9.3,6.6,73.5,36.9,52.2468299,5.312538077
186.3,55796,10.7,44.2,2.42,52.5,33.9,10,6.5,77.7,32.5,52.24566809,4.918324654
179.4,48663,13.9,46.5,2.47,51.1,48.5,6.4,7.8,69.9,39.6,54.49083187,3.971422568
175.3,53536,10.1,46.1,2.33,53.7,30.1,12.9,5.6,77,35,52.32680439,3.999144854
191.7,55882,10.9,43.1,2.52,51.1,35,7.7,7.6,73.3,35.1,51.57885074,4.585798817
170.2,58471,10.2,40.7,2.57,52.6,40.4,9,7.3,75.1,30.1,53.48532996,4.689714916
142.2,68246,8,43.9,2.38,52.4,23.7,11.7,6.8,80.8,27,54.26127527,4.448655477
184.1,61923,9.3,43.5,2.38,49.7,29.7,15,8.2,78.3,29.9,47.69150052,5.275186191
164,69203,9.5,43.9,2.27,49.7,28.1,17.1,6.9,79,30.1,46.93813131,2.872784433
173.6,47278,18.3,37.1,2.53,40.8,27.7,11.7,9.5,63.9,35.7,39.9972302,4.931882987
162.2,70705,10.4,519.6,2.42,51.1,28.5,12.9,6.4,81.7,27.3,52.94568639,3.127101547
183.7,35525,21.4,43.3,2.52,46.8,40,3.2,10.7,56.6,43.8,47.29969706,5.823783581
164.3,48537,16.6,40.9,2.53,49.9,33.8,6.7,9.9,65.2,35.8,48.94044517,5.643104513
197.6,25530,39.9,38.7,2.58,30,29.9,3.6,22.6,47.9,47.8,30.93245666,8.631578947
177.3,43124,16.7,40.5,2.55,52,30.1,6.6,9.2,63,35.2,51.34890507,6.330413359
187.5,30349,29.7,40.3,2.41,37.7,24,0,10.9,47.1,48.2,38.23678433,10.6400665
212.1,32205,27,39.8,2.61,42.8,37.5,2.2,14.7,54.8,43.4,41.15532119,5.998421468
146.9,55427,12.9,42.8,2.51,54.4,43.4,7.9,7.2,66.7,38.4,54.08412277,6.319887594
175.8,52436,13.7,35.3,2.75,49.7,34.8,7.7,9.9,66.7,30.4,51.73547733,5.662000797
150.9,41209,19.3,45.3,2.45,53.3,35.3,4.5,8.6,60.8,38.2,47.81021898,5.434122647
173.7,52752,16.8,36.5,2.44,42.5,23.3,13.8,7.7,68.4,28.8,41.13486198,4.774692859
187.8,38947,22.3,38.8,2.68,47.2,28.7,7.5,10.6,56.4,40.5,46.51854017,6.428359096
215.6,37537,22.5,41.2,2.61,41.2,33,2.4,13.8,54.9,42.8,41.38070246,6.686006354
206.2,34949,26.4,41,2.52,47.8,39.4,4.8,10.3,52.7,40.7,45.68305405,4.348232654
194.1,32268,27,42.8,2.47,42.9,35.9,1,16.2,52,48.4,43.203404,6.157946416
211.7,35558,23,41.7,2.53,42.9,39.1,2.5,12.4,48.8,45.3,40.72695275,6.084407972
206.8,35640,25.3,40.8,2.52,45.1,33.6,6.1,15.9,55.5,40.9,43.48336299,6.092582124
204.7,30516,29.8,37.8,2.69,41.4,40.7,1.8,13.2,45.2,49.1,41.0109432,5.525568182
172.9,56388,12.8,35.8,2.77,51,34.3,7.5,8,70.3,28.3,52.13282937,5.952316445
157.8,44129,17.5,42.1,2.6,45.6,36.2,6.8,8.9,65,34.9,48.85664028,3.616566206
201.9,35490,23.1,44.1,2.52,45,53.6,2.2,12.8,52.4,43.2,44.17130145,2.009646302
195.5,42232,19.5,38.2,2.61,46.1,29.9,6.7,12.1,59.7,38.6,45.28902347,5.663639027
190.9,44283,19.6,47.5,2.55,50.1,41.4,4,11.2,56.3,43.9,49.90664517,5.073731567
175.4,49659,14.7,37.7,2.58,50.5,29.9,12.3,7.6,66.7,29.3,50.47870034,5.183355631
183.2,48140,16.2,42.6,2.67,54.9,34,5.3,7.5,61.2,34.8,54.53835338,3.641536273
160,53203,14,44.1,2.58,55.9,39.8,3.9,5.1,61.3,37.5,55.08264463,4.124513619
159.3,47227,16,35.6,2.85,45.8,51.2,3.3,5.2,53.5,32.2,50.6545659,4.685714286
182.1,46705,17.3,38.1,2.68,54.3,36.8,3.7,7.2,61.2,31.9,52.47685764,7.088398929
215.5,40796,16.3,43.5,2.55,52.2,48.8,3.8,5.4,56.1,33.4,50.46463114,6.774774775
131.2,32215,34.5,31.2,3.42,48.9,33.7,2.9,10,34.8,38.8,52.47363684,6.202803162
182.2,37801,23.9,37.8,2.81,50.3,33.2,1.1,8.5,51.7,35.8,51.29767547,9.097345133
136.9,58425,8.6,40.7,2.62,58,24.7,5.4,1.7,74.1,23.4,58.61317052,6.235912847
179,39256,19.1,43.3,2.56,50.7,43,3.5,9.2,54.8,39.7,50.08125909,3.991528185
163.3,42966,19.4,34.6,3.14,52.5,38.2,2.3,4.7,42,35.4,59.29628149,7.665301346
183,77281,10.7,36.2,2.84,62,44.1,0.9,7.8,63.5,26.5,63.99600553,5.775206257
174.1,38465,20.1,37.6,2.74,50.2,32.7,2.6,6.4,53.2,38.1,51.83033448,5.031504818
192.3,39025,22,34.6,2.44,49.2,35.3,5.6,5.2,64.6,38.2,53.82685069,12.14642263
167.3,50993,13.5,45.7,2.51,59.7,33.2,5.3,6.8,65.3,35.1,57.76652195,4.377431907
187.5,39870,20.7,34.9,2.79,52,26.6,0,8.5,43.6,35.3,52.91262136,7.357357357
151.8,41593,14.9,49.3,1.95,64.7,24.7,25.9,3.1,69.3,33.3,53.65396627,0
182.5,37497,22.6,47.1,2.49,61.5,37.9,2.1,8.2,46.8,44.3,57.94419971,3.569230769
187.2,38655,19.3,37,2.7,58.6,15.1,22.2,5.2,50.6,37.1,58.61136159,4.744525547
177.4,46484,16,43.6,2.67,54.6,35.6,11.9,4.2,64,31.7,56.86300118,6.179775281
158.3,64533,9.2,42.4,2.7,59.4,41.3,8.5,4.9,70.6,28,61.43432459,6.213794701
197.7,38280,19.7,43.6,2.62,55.8,41.6,3.2,4.5,52,36.1,54.30748193,9.379671151
156.8,40837,26.5,40.8,3.3,50.7,46.7,5.8,2.8,58.6,43.9,61.13161132,11.55660377
169.2,57378,15.3,39.6,2.61,54.9,37.1,4.8,7,65.2,32.1,55.58980682,7.427277062
184.5,47018,14.8,30.6,2.86,50.4,45.6,2.6,9.5,77.7,26.9,57.96875716,6.044769217
192.3,32722,20.9,50.1,2.38,64.5,20,0,7.5,44.9,47.7,56.22047244,8.620689655
150.1,61098,9.5,33.5,3.01,55.4,35.7,0,5.2,64.5,23,55.70687419,11.89138577
165.6,49614,13.7,40.5,2.53,64,46.4,3.6,1.8,63.1,22.2,64.06140963,5.249679898
174.1,36627,24.1,38.2,2.71,53.8,41,0,10,43.8,40.3,52.67245318,4.238618524
177.9,43523,12.4,30.7,3.09,46.4,61.8,5.5,5.6,52.4,30,49.51241135,9.422492401
165.4,41876,20.2,33.4,2.74,46.8,38.2,0.5,9.5,54.9,33.2,53.21361059,8.016032064
180.8,41499,19.2,31.5,3.05,53.9,33.5,4,5.4,52.5,33.2,53.84242816,9.004952724
184.1,38304,20,43.5,2.67,58.1,34.5,1,13.6,55.7,39.9,59.23236515,11.27029608
167.1,45717,18,42.2,2.66,50.1,53.8,5.1,6.8,61.3,35,51.56493415,4.149048626
151.4,35924,22.1,43.1,2.36,52.5,13.2,2.5,13.6,58.4,38,51.70842825,6.788511749
148,36856,25,34.6,2.96,36.6,40.9,0,10.3,38.9,40.3,37.16367713,2.542372881
202.7,37263,19.4,42.9,2.53,46.3,26.6,0.2,3.9,58.1,39.2,48.74141876,0.284090909
166.7,35069,26,37.3,2.8,43.1,39.4,0,10.9,43.6,39.8,45.51689103,7.84067086
196.8,36591,19.9,42.9,2.55,44.3,39.7,3,4.4,46,46.4,45.43318649,4.01891253
190.1,55555,12.8,30.7,2.91,49.1,37.2,5.5,5.2,57.7,25.3,48.81261304,10.58379177
122.6,35554,22.5,49.5,2.54,51.1,46.7,0,4.9,57.8,42.7,53.54752343,1.58013544
175.4,61157,11,35.7,2.95,57.6,34.4,4.9,6.5,65.6,24.9,62.54724327,5.889593045
142.9,40081,23.4,31.6,3.14,47,30.4,5.5,8.4,47.3,33.8,50.15446127,5.625701056
144.8,41914,21.8,30.3,2.62,46.6,22.4,7,4.1,60.4,27.3,48.38731814,5.054084297
151.9,35491,23.7,39.8,2.86,42,32.1,1,7.2,55.5,38.9,45.84717608,3.950011158
179.1,43211,17.1,41.3,2.56,52,33.3,2.6,6.7,59.5,36.3,53.81660264,4.543403039
158.1,49830,10.9,47.6,2.55,55.7,48.2,3,1.8,66.5,32.8,56.87382298,5.062486761
163.3,44519,15.4,41.9,2.29,54.4,45.1,5.8,7.2,61.9,35.2,50.26994601,5.80474934
173.5,36898,23.7,37.3,2.54,57,33.2,7.4,8,49.7,41.4,53.87484459,4.490106545
133.4,88516,8.8,35.5,3.17,58.7,28.8,8.8,5.1,74,17.3,65.81954333,5.338507619
156.3,42099,16.4,43.5,2.46,57.7,51.5,3.1,6.6,52.1,43.3,52.2423104,4.741980474
180.2,46526,16.7,41.4,2.44,52.7,32.7,10.3,4.9,61.5,33.4,52.28193357,2.553975777
155.7,34206,26,31.5,3.14,41.1,38.5,0.9,5.2,47.2,38.3,51.79390905,8.13579163
164.8,50709,14,28.9,3.35,60.6,57.6,2.9,4,45.4,26.1,64.82635797,6.114037096
191.2,58333,14.3,37.5,2.66,50.9,29.5,9.1,7.5,68.1,25.6,51.0731913,5.330646143
164.8,49947,28,39.4,2.7,46.7,39.4,17.1,2,51.6,36.9,56.26631854,1.260504202
157.5,52814,12.5,50.6,2.36,59.8,39,5.8,6.8,63.1,39.4,56.71740569,6.807727691
139.8,49369,15.3,45.8,2.54,57.6,51.1,6.8,9.3,70.4,37.6,57.37591114,5.702647658
179.2,42291,18.3,38.1,3.07,51.1,37.9,1.1,6.5,49.1,35.7,51.15022387,6.233766234
178.7,49012,14.2,37,2.59,52.1,31.5,3.2,5.4,59.6,32.5,52.31515152,7.321274763
182.3,49261,15.3,40.2,2.55,52.3,29.1,4.3,7.8,62.2,33.4,50.44795086,6.10521758
189.9,50020,18.2,35.4,2.61,46.9,31.5,6.3,5.9,57.8,32.5,45.37901705,6.625137665
198.4,44795,18.6,40.7,2.63,46.2,39.8,2.4,6.2,60.5,30.8,49.19489173,3.146509341
162.9,61825,10.4,36.6,2.89,54.6,36.9,5.1,5.7,71.3,26.2,58.54515734,5.319420421
173.4,40213,24,32.5,2.86,50.4,39.9,5.1,8.1,52.6,33.8,52.98358377,7.298720843
223.2,33324,24.5,536.4,2.71,49.1,41.8,0,11.5,42.6,42.7,51.51515152,8.121019108
182.8,41207,16.2,48.6,2.52,56.1,54.2,3.9,5.9,61.7,42.1,56.75931775,5.684931507
129.1,50698,12.7,36.4,2.78,60.8,31.6,5.5,2.3,65.3,27.1,60.59837728,6.825657895
142.3,36992,18.7,42.3,2.42,51.3,22.3,4.3,5.9,58,39.5,47.42962056,11.03752759
190.7,53872,12.9,38.9,2.64,58.4,41.7,3.7,5.5,65.9,27.8,57.44026155,5.506783719
161.4,54230,17.3,32.8,2.88,47.2,30.5,8.8,7.5,54.7,27.5,46.91349545,6.028644456
176.3,48461,17.1,37.5,2.76,53.3,34.5,4.3,7.7,60.7,31.5,56.07321838,5.790913336
116.7,64182,10.5,39.3,2.61,55.2,52.8,8.7,2.1,72.1,28.3,68.73940079,10.43307087
172.4,35607,25.1,43.4,2.2,52.7,34.6,0,6.9,54,44.1,50.32822757,4.519119351
149.5,59569,17.5,30.9,2.78,45.8,18.5,8.3,6.7,72.7,20.6,49.023794,4.207066557
189.7,66505,8.9,34.4,2.77,68,20.1,18.5,3.7,64.3,23,65.89358799,5.503512881
